transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
JLUM407R0H79LJ,3567627939359872,dki,"Dt. Ozy Sitompul, S.Ked",F,1981,6T,Pasar Minggu - Velbak,0.0,B06734P,Jln. Barito II,-6.248884,106.795853,36,2023-04-25 21:28:07,B06736P,Jln. Pakubuwono VI,-6.239586,106.786544,41.0,2023-04-25 23:25:19,3500.0
RHQF569E5Z47XT,4799378402955576,dki,Olivia Prayoga,M,1988,,,0.0,P00012,Bendungan Hilir,-6.217137,106.81528,6,2023-04-25 18:47:03,P00010,Bank Indonesia Arah Utara,-6.182776,106.8228,12.0,2023-04-25 19:43:56,3500.0
BZQA248V8Z68ZR,4400739923249354,dki,Drs. Clara Suwarno,M,1990,JAK.35,Pangkalan Jati - Rawamangun,1.0,B05742P,Tip Top Rawamangun,-6.201153,106.88606,4,2023-04-25 18:24:32,B02966P,Pos Rw 06 Pondok Bambu,-6.229454,106.90441,19.0,2023-04-25 20:21:15,0.0
ONLB298G9D65PK,213111941956573,emoney,Kamila Yulianti,M,1974,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,B06765P,SKKT Pondok Bambu,-6.223195,106.895498,17,2023-04-25 19:16:49,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,24.0,2023-04-25 20:49:18,0.0
QRQN631T3B19IX,4323180529937,online,"Sutan Aswani Budiyanto, M.Kom.",F,1966,1E,Pondok Labu - Blok M,0.0,B00897P,Jln. Banjarsari II,-6.291119,106.79511,8,2023-04-25 18:55:13,B01610P,Jln. Sungai Sambas VI,-6.246441,106.7978,19.0,2023-04-25 20:22:28,3500.0
TOFA468Z7K97KW,4805645458987501,dki,"Ir. Sakura Mayasari, M.M.",F,1986,10A,Rusun Marunda - Tanjung Priok,1.0,B02170P,Madya Kebantenan,-6.114347,106.9265,2,2023-04-25 17:01:50,B05530P,STIP,-6.104402,106.95904,4.0,2023-04-25 18:57:35,0.0
FQOH668W6R62BE,4946058391117592554,brizzi,Gara Yuniar,M,1988,6,Ragunan - Dukuh Atas 2,1.0,P00164,Pejaten,-6.278404,106.82972,13,2023-04-25 20:06:04,,,,,,,3500.0
PCVH226K8A47QT,36587029529827,bni,"Rafi Lestari, S.I.Kom",F,1985,M10,PGC 2 - Tanjung Priok,1.0,P00248,Tanjung Priok,-6.10959,106.88214,0,2023-04-25 19:50:56,P00162,Pedati Prumpung,-6.22016,106.87439,15.0,2023-04-25 20:41:42,3500.0
QHYI298U6N61CT,4958145744734359718,brizzi,dr. Balangga Zulkarnain,F,1989,JIS3,Harmoni - Jakarta International Stadium,1.0,P00291,Harmoni Arah Utara,-6.162678,106.819663,0,2023-04-25 20:02:41,P00294,Sawah Besar Arah Selatan,-6.157368,106.818661,4.0,2023-04-25 21:22:28,3500.0
UNUU970Q1O01AW,3537573241596842,dki,Diana Purwanti,F,1985,JAK.10,Tanah Abang - Kota,1.0,B02702P,Pecenongan 2,-6.167856,106.8275,30,2023-04-25 18:46:02,B03483P,Sbr. Dinas Kesehatan DKI Jakarta,-6.171269,106.81508,34.0,2023-04-25 19:43:39,0.0
RMRG713O9V93IT,38803459613637,bni,"Sakti Lestari, M.TI.",F,2006,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,1.0,B03898P,Sbr. Kec. Ciracas,-6.320058,106.88301,22,2023-04-25 19:30:49,B03665P,Sbr. Jln. Bungur VIII Rambutan,-6.316067,106.88491,25.0,2023-04-25 20:57:44,0.0
FVCT645Z2P72LE,4494200539791949338,brizzi,Puti Latupono,M,1966,JAK.28,Kp. Rambutan - Taman Wiladatika,1.0,B01907P,Kel. Cibubur,-6.349525,106.87666,9,2023-04-25 21:46:39,B02188P,Mall Cijantung,-6.312041,106.86245,28.0,2023-04-25 23:18:57,0.0
HFRE714S7X28LV,38183446361164,bni,Adikara Megantara,F,1991,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,B01123P,Jln. H. Mawar Sunter,-6.157856,106.86771,4,2023-04-25 20:09:13,B02468P,Mitra Gading Villa,-6.144694,106.90375,28.0,2023-04-25 21:05:55,0.0
SCLI486N2U94CK,4513655143046,online,Safina Hastuti,M,1988,6,Ragunan - Dukuh Atas 2,1.0,P00222,Setiabudi Utara,-6.209189,106.830237,1,2023-04-25 21:15:23,P00103,Karet Kuningan,-6.21667,106.830737,3.0,2023-04-25 22:38:13,3500.0
DXIF573D0Z95SO,4814740608115622982,brizzi,dr. Embuh Wijaya,M,2001,6N,Ragunan - Blok M via Kemang,0.0,B01265P,Kemang Raya 40,-6.265429,106.81602,16,2023-04-25 21:15:59,B03048P,Puskesmas Kebayoran Baru,-6.247225,106.80572,24.0,2023-04-25 22:19:41,3500.0
YRDT435J3X71YA,3500714556028764,dki,"Najwa Sitompul, M.M.",F,2009,11,Pulo Gebang - Matraman,1.0,,Walikota Jakarta Timur,-6.21254,106.94537,13,2023-04-25 17:39:06,P00194,Pulo Gebang,-6.213275,106.953327,14.0,2023-04-25 18:35:27,3500.0
CYJU971O8F40IH,30437384286033,bni,Drs. Leo Mandala,F,1966,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,1.0,B00264P,Cipinang Kb. Nanas 1,-6.231595,106.87615,2,2023-04-25 17:06:35,B00265P,Cipinang Kb. Nanas 2,-6.231453,106.87647,3.0,2023-04-25 18:01:29,0.0
NURS875Q3P93IT,5253907658951545,dki,"Farah Hardiansyah, M.M.",F,2010,13D,Puri Beta - Ragunan,0.0,P00044,CSW 1,-6.23994,106.79843,9,2023-04-25 17:59:41,P00200,Rawa Barat,-6.238947,106.81624,11.0,2023-04-25 19:12:37,3500.0
WXIT202W6O53LW,4376541203354296,dki,Hafshah Permata,F,1985,JAK.29,Tanjung Priok - Sukapura,0.0,B01325P,Jln. Lorong 22,-6.108141,106.89932,42,2023-04-25 17:37:10,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,50.0,2023-04-25 18:50:35,0.0
PVXE619H0K09PE,4949430360722628,dki,Fathonah Saefullah,F,1996,1Q,Rempoa - Blok M,1.0,B02373P,Masjid Pondok Indah 1,-6.261581,106.78234,14,2023-04-25 20:41:09,B01905P,Kel. Bintaro,-6.273047,106.76405,26.0,2023-04-25 21:35:15,3500.0
JZXB631W5B13NE,213173837348075,emoney,"Ir. Emas Mandala, S.Sos",M,2012,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B06666P,Kodim 0505 1,-6.211958,106.94722,1,2023-04-25 18:54:07,B06665P,Pengadilan Negeri Jaktim 2,-6.212604,106.94082,4.0,2023-04-25 19:51:10,0.0
YOSH777H9A58NO,4857511536859376,dki,Laras Salahudin,F,2003,JAK.36,Cilangkap - Cililitan,0.0,B05110P,Simpang Raya Bogor Cililitan,-6.264191,106.86585,42,2023-04-25 19:57:55,B02637P,Ps. Kramat Jati 1,-6.269058,106.86691,44.0,2023-04-25 21:42:43,0.0
HOYQ891Z0J00XU,6011319634394124,dki,Ira Andriani,M,2004,JAK.113,Rusun Sindang Koja - Kp. Sawah,1.0,B06164P,Jln. B Lagoa Terusan 2,-6.108628,106.91505,13,2023-04-25 19:49:23,B06165P,Jln. Cilincing Raya 1,-6.108981,106.90852,15.0,2023-04-25 21:05:53,0.0
IEBS100R4P46EN,30243692336233,bni,Prayogo Mandala,M,1988,2B,Harapan Indah - ASMI,0.0,B03090P,Raya Penggilingan,-6.183068,106.93194,15,2023-04-26 09:38:42,B03152P,RS Mediros,-6.179626,106.90387,22.0,2023-04-26 10:38:57,3500.0
QLTY293W9X48RD,676379677179,flazz,"Jamalia Rahmawati, M.Farm",M,1951,M7,Kampung Rambutan - Monas,1.0,P00018,BNN Arah Barat,-6.24651,106.87318,17,2023-04-26 07:38:58,P00033,Cawang UKI,-6.250309,106.8736,18.0,2023-04-26 09:22:36,3500.0
BRCS257A1W98GF,4708188051530194,dki,Fathonah Permadi,M,1992,1T,Cibubur - Balai Kota,0.0,B05502P,St. Sudirman 2,-6.201883,106.82277,9,2023-04-26 08:49:36,B05774P,Tosari 2,-6.198915,106.82295,10.0,2023-04-26 10:30:54,20000.0
ECVP158F4J02FS,4920568766034164,dki,Latif Putra,M,1976,JAK.58,Cilincing - Rorotan,0.0,B00455P,Gg. H. Abdullah Marunda,-6.125838,106.95684,39,2023-04-26 07:21:29,B00435P,Gg. Damai I Rorotan,-6.150802,106.95604,64.0,2023-04-26 08:35:53,0.0
GJTB938D3W36UW,4555304365157,online,Eluh Adriansyah,M,1991,2E,Rusun Rawa Bebek - Kodamar,0.0,B00788P,IGI,-6.182981,106.91917,21,2023-04-26 09:48:27,B03003P,Pulo Mas 2,-6.174677,106.892419,28.0,2023-04-26 11:22:27,0.0
IWSU290R5L32DP,3548361222831512,dki,R.M. Bakiadi Gunarto,M,1978,JAK.15,Bulak Turi - Tanjung Priok,0.0,B00925P,Jln. Belimbing Terusan,-6.115462,106.92147,30,2023-04-26 08:59:00,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,50.0,2023-04-26 09:31:44,0.0
ZMEY919D0M07ZO,3501420578252437,dki,Yessi Tamba,F,2007,1H,Tanah Abang - Stasiun Gondangdia,1.0,B05315P,SMKN 38,-6.181971,106.8174,4,2023-04-26 07:07:30,B00323P,DPRD DKI Jakarta,-6.182886,106.82851,9.0,2023-04-26 08:26:52,3500.0
KJEB712P0W60NW,6540503371279610,dki,Bakti Yuliarti,M,1998,5,Matraman Baru - Ancol,0.0,P00140,Pademangan,-6.133704,106.83164,13,2023-04-26 09:55:50,P00003,Ancol,-6.127563,106.83039,14.0,2023-04-26 11:49:26,3500.0
YEKB926S2V75CD,4853213936956,online,Cornelia Purwanti,F,2008,T11,Poris Plawad - Bundaran Senayan,1.0,B03431P,SDN Sukasari Enam 2,-6.189308,106.64182,19,2023-04-26 06:53:24,B02185P,Mall Bale Kota,-6.181306,106.64346,20.0,2023-04-26 07:22:25,3500.0
MUWX535F2R59VN,2540998621379880,dki,"Febi Gunarto, M.M.",F,2008,4C,TU Gas - Bundaran Senayan,0.0,P00269,Velodrome,-6.193468,106.8883,3,2023-04-26 09:51:22,B00604P,Gedung Wanita,-6.200921,106.83624,16.0,2023-04-26 10:12:15,3500.0
MZDX916P2D70KY,502001656953,flazz,Jaka Zulaika,F,1996,M13,Puri Beta 2 - Tendean,0.0,P00043,Cipulir,-6.237818,106.76541,5,2023-04-26 07:58:51,,Tendean,-6.240213,106.83102,12.0,2023-04-26 08:50:03,3500.0
EKHU836W6P61HJ,3587354599889728,dki,Embuh Saragih,F,2000,8D,Joglo - Blok M,0.0,B02752P,Permata Hijau RS Medika 1,-6.218855,106.77808,16,2023-04-26 08:05:34,B01600P,Jln. Sukabumi Selatan,-6.216704,106.76921,20.0,2023-04-26 08:53:13,3500.0
COAH797A9V51XS,4023591971708,online,Rangga Riyanti,M,1987,M7B,BKN - Blok M,1.0,B01403P,Jln. Minyak Raya,-6.253372,106.83813,22,2023-04-26 06:48:07,B05517P,STEKPI,-6.255574,106.84966,26.0,2023-04-26 07:47:40,
FTDT142Y4V52LC,30545912633714,bni,"Tgk. Mila Wibisono, S.IP",F,1982,JAK.41,Kampung Melayu - Pulo Gadung,1.0,B00920P,Jln. Bekasi Timur I Jatinegara,-6.215457,106.87083,30,2023-04-26 06:36:01,B04170P,Sbr. Ps. Rawa Bening,-6.216795,106.87037,31.0,2023-04-26 08:14:56,0.0
ZBJK836R1L85LS,4029454332563640,dki,Zelda Situmorang,F,1981,4B,Stasiun Manggarai - UI,1.0,B00105P,Balai Sudirman,-6.227043,106.84742,38,2023-04-26 06:06:48,B03334P,SDN 01 02 03,-6.219572,106.845492,41.0,2023-04-26 07:05:50,3500.0
GKCD426Y5O22JQ,3513474919754912,dki,Nardi Irawan,M,1997,JAK.08,Roxy - Benhil,1.0,B02558P,Pam Jaya DKI,-6.203455,106.80794,8,2023-04-26 07:43:39,B00600P,Gedung Pompa Cideng Siantar,-6.173284,106.80669,30.0,2023-04-26 09:21:23,0.0
RHVP073F7X07OW,3552994986533131,dki,Gilang Iswahyudi,M,1976,13B,Puri Beta - Pancoran Barat,1.0,P00254,Tendean,-6.240213,106.83102,2,2023-04-26 08:49:57,P00001,Adam Malik,-6.236466,106.74786,13.0,2023-04-26 10:22:06,3500.0
IHON470V7N11CN,3555926116596197,dki,"Cut Jessica Uwais, S.Kom",M,1992,7A,,0.0,B00824P,Jaha,-6.292428,106.81245,22,2023-04-26 06:33:48,B03177P,RS Siloam,-6.292071,106.78467,29.0,2023-04-26 06:58:57,3500.0
NFSZ114Y2Z16DZ,3521790276677051,dki,"H. Darmana Safitri, M.M.",M,1984,JAK.39,Kalimalang - Duren Sawit,0.0,B05378P,SMPN 252,-6.239351,106.94234,39,2023-04-26 08:30:03,B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153,41.0,2023-04-26 09:52:20,0.0
XKTQ523Q2Y51BM,3520019550205566,dki,Radika Fujiati,M,1975,JAK.34,Rawamangun - Klender,1.0,B05422P,STAI Az Ziyadah 2,-6.222785,106.90469,18,2023-04-26 07:23:06,B05915P,Yayasan Asih Budi,-6.229867,106.92007,30.0,2023-04-26 08:34:05,0.0
FTJH015W4L74UH,180029887732247,emoney,Tirtayasa Farida,F,2008,JAK.01,Tanjung Priok - Plumpang,1.0,B01705P,Jln. Warakas II,-6.117016,106.88045,20,2023-04-26 09:52:50,B05729P,Term. Tj. Priok 2,-6.109718,106.8834,30.0,2023-04-26 11:37:36,0.0
EGAB572U6T47EU,2265285227934786,dki,Baktiadi Nasyiah,F,1991,3,Kalideres - Bundaran HI via Veteran,1.0,P00050,Dispenda Samsat Barat,-6.154634,106.7381,9,2023-04-26 09:31:39,P00175,Pesakih,-6.154803,106.71527,13.0,2023-04-26 10:28:28,3500.0
PXTX361K1U41QC,30327528751648,bni,Dt. Panji Prasetyo,M,2000,4C,TU Gas - Bundaran Senayan,0.0,P00152,Pasar Genjing,-6.194446,106.86092,9,2023-04-26 07:04:08,P00135,Matraman 2,-6.19891,106.8545,10.0,2023-04-26 08:37:48,3500.0
JCCO565J1O88BX,4437250881603997453,brizzi,Mala Salahudin,F,1983,JAK.86,Term. Rawamangun - Term. Manggarai,0.0,B01011P,Jln. Cipinang Timur Persahabatan,-6.202447,106.89344,6,2023-04-26 08:29:24,B00356P,Flyover Jatinegara Atas,-6.214553,106.87388,16.0,2023-04-26 09:52:26,0.0
WEOH931B2O16BC,4726207758980912,dki,Suci Wacana,M,1974,4D,Pulo Gadung 2 - Kuningan,0.0,P00047,Departemen Kesehatan,-6.228794,106.833205,19,2023-04-26 07:02:39,P00160,Patra Kuningan,-6.232677,106.832087,20.0,2023-04-26 08:00:16,3500.0
DQWN154P7D89RX,36330618782725,bni,Kairav Halimah,M,1984,JAK.14,Tanah Abang - Meruya,0.0,B00825P,Jak Lingko Tanah Abang 2,-6.183885,106.81165,1,2023-04-26 06:24:34,B04358P,Sbr. SDN Palmerah 07,-6.205628,106.79661,21.0,2023-04-26 06:44:37,0.0
SUAH104B3C96XX,4755059063340087074,brizzi,"Puti Lili Nuraini, M.TI.",M,1984,3B,Rusun Flamboyan - Cengkareng,0.0,B03343P,SDN Cengkareng Timur 05,-6.149212,106.72804,10,2023-04-26 06:03:06,,,,,,,0.0
ZJIE132G9Z53VD,213198175349153,emoney,Dt. Cakrajiya Mardhiyah,F,1992,10A,Rusun Marunda - Tanjung Priok,0.0,B05078P,Simpang Pitungan,-6.100212,106.9606,2,2023-04-26 07:35:08,P00055,Enggano,-6.11015,106.89242,6.0,2023-04-26 08:27:13,0.0
VPZQ360U6S71FB,3501484774533651,dki,dr. Yessi Saragih,F,1983,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,,Taman Ut Aheme,-6.227704,106.92256,14,2023-04-26 07:16:18,B04518P,Sbr. Swadaya Raya,-6.228578,106.91633,16.0,2023-04-26 08:52:36,0.0
TMKI085F2S19TS,213133401291382,emoney,Raditya Maryadi,M,2007,11Q,Kampung Melayu - Pulo Gebang via BKT,0.0,B05318P,SMKN 48,-6.219401,106.92361,6,2023-04-26 08:30:33,B02308P,Masjid Jami Al Barkah 2,-6.229538,106.91204,13.0,2023-04-26 09:08:36,3500.0
MYOF074X1J48SB,6011449627550133,dki,Cawisadi Hardiansyah,F,2005,M1H,Tanah Abang - St. Gondangdia,1.0,B01968P,Kementerian ESDM,-6.183203,106.82382,6,2023-04-26 06:40:34,B05445P,St. Gondangdia 2,-6.185054,106.8323,11.0,2023-04-26 07:42:38,
HMUH037K8W09CM,4813069952218,online,"Cinthia Setiawan, M.Kom.",F,1985,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,B03913P,Sbr. Kel. Ciracas,-6.32881,106.87779,14,2023-04-26 08:19:57,B02090P,KPP Pratama Pasar Rebo,-6.301337,106.86865,45.0,2023-04-26 10:00:28,0.0
FZET321H1T01RZ,6011915812790007,dki,Sutan Joko Budiman,M,1986,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,B01472P,Jln. Pepaya V Jagakarsa,-6.320652,106.81847,21,2023-04-26 06:59:25,B02713P,Pemadam Jagakarsa,-6.315585,106.81166,26.0,2023-04-26 07:43:28,0.0
JHJG003H7Z48MN,4752851022235137,dki,Malika Samosir,M,1970,JAK.74,Terminal Rawamangun - Cipinang Muara,0.0,B02758P,Persahabatan,-6.20222,106.88512,13,2023-04-26 06:40:47,B03223P,Rukan Balai Pustaka,-6.198484,106.88611,17.0,2023-04-26 07:27:12,0.0
DRLY208H4X80HI,4255875058269084,dki,Ina Aryani,M,1984,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,0.0,P00117,Kota Harapan Indah 2,-6.193912,106.97356,2,2023-04-26 06:21:26,B05202P,Simpang Tiga Pulo Gebang Raya,-6.206982,106.95468,20.0,2023-04-26 07:20:05,0.0
AWTO493O9Y50PF,36709320968021,bni,Daru Salahudin,M,1993,7A,Kampung Rambutan - Lebak Bulus,0.0,B02868P,Plaza Oleos,-6.29771,106.82965,17,2023-04-26 08:47:45,B01775P,JGC Indonesia,-6.292627,106.80196,24.0,2023-04-26 09:59:42,3500.0
HJNZ148U0O37BV,6582901155320791,dki,Zizi Widiastuti,F,1985,JAK.10,Tanah Abang - Kota,1.0,B05448P,St. Jakarta Kota Baru,-6.137749,106.81631,10,2023-04-26 07:24:21,,,,,,,0.0
DUTE674L4C37AC,4266760335382388,dki,Hari Maulana,F,2002,JAK.41,Kampung Melayu - Pulo Gadung,0.0,B05479P,St. LRT Velodrome 3,-6.19151,106.89108,37,2023-04-26 06:11:53,B02999P,Pulo Gadung 4,-6.184383,106.90798,46.0,2023-04-26 06:43:09,0.0
QZDO373A5G93XX,4455586187126891,dki,drg. Putri Handayani,F,2004,5,Matraman Baru - Ancol,0.0,P00140,Pademangan,-6.133704,106.83164,13,2023-04-26 07:31:20,P00003,Ancol,-6.127563,106.83039,14.0,2023-04-26 08:42:24,3500.0
ZRUV882H2N89JI,374911260215393,emoney,Yuni Simanjuntak,M,2005,1,Blok M - Kota,0.0,P00293,Sawah Besar Arah Utara,-6.157418,106.81846,15,2023-04-26 07:04:07,P00139,Olimo,-6.1493,106.81669,17.0,2023-04-26 08:50:48,3500.0
UKXY567H7E53TZ,349509551679244,emoney,Nilam Irawan,F,1981,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B04476P,Sbr. SMPN 195,-6.230919,106.90988,18,2023-04-26 08:58:24,B00637P,Gereja Santa Anna 2,-6.234003,106.91014,20.0,2023-04-26 10:55:32,0.0
NJYC887X0K74TW,3533408904312159,dki,"R. Clara Yolanda, S.Pd",M,1966,7,Kampung Rambutan - Bidara Cina,0.0,P00031,Cawang Otista,-6.243607,106.86876,11,2023-04-26 07:46:28,P00015,Bidara Cina,-6.229724,106.86721,13.0,2023-04-26 09:39:09,3500.0
HXQK753Q3J73BX,563170787110,flazz,Azalea Winarsih,F,1994,JAK.58,Cilincing - Rorotan,1.0,,Mushola Almujtahida Rorotan,-6.14607,106.95648,6,2023-04-26 09:30:04,B02931P,Ponpes Alhikmah Rorotan,-6.131569,106.95537,19.0,2023-04-26 11:02:13,0.0
UETD927D7H21XL,630411801479,flazz,Hasim Utami,F,1994,JAK.16,Cililitan - Condet,1.0,B02638P,Ps. Kramat Jati 2,-6.269037,106.86664,31,2023-04-26 06:17:17,B02828P,PGC Dalam,-6.261841,106.8657,33.0,2023-04-26 07:51:27,0.0
GBPO045O8I71GD,377491408293302,emoney,Dt. Harsana Jailani,F,1983,3C,Rusun Kapuk Muara - Penjaringan,0.0,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-26 09:46:31,P00170,Penjaringan,-6.126306,106.79203,1.0,2023-04-26 10:08:27,0.0
EBSI390U5N66KQ,4281107697609985,dki,Yessi Saputra,F,2002,JAK.60,,0.0,B00341P,Erha Clinic,-6.147269,106.89796,24,2023-04-26 08:45:36,B02446P,Midi Utama Danau Indah,-6.150877,106.87961,38.0,2023-04-26 10:24:59,0.0
JRZH460G2A24BK,3570915405874358,dki,H. Langgeng Nuraini,M,1966,6A,Ragunan - MH Thamrin via Kuningan,0.0,P00103,Karet Kuningan,-6.21667,106.830737,14,2023-04-26 09:58:16,P00256,MH Thamrin,-6.188149,106.82299,18.0,2023-04-26 10:52:58,3500.0
LLUF769S7I40PM,346642743067607,emoney,"drg. Abyasa Lazuardi, S.Kom",F,1993,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,0.0,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,0,2023-04-26 08:52:24,B06592P,SPBU Tugu Selatan,-6.13437,106.91585,22.0,2023-04-26 09:44:07,0.0
AHDE499G9I48FL,343089855267893,emoney,Yuliana Thamrin,F,2001,S21,Ciputat - CSW,1.0,P00128,Lebak Bulus,-6.289413,106.77415,15,2023-04-26 06:48:00,B05233P,Situ Gintung 2,-6.301629,106.76139,20.0,2023-04-26 07:11:36,3500.0
SOWJ969K3Z95VT,4791851470070,online,"Sutan Nasrullah Wibowo, M.M.",F,1986,JAK.37,Cililitan - Condet via Kayu Manis,1.0,B03603P,Sbr. Graha Delta Tengah,-6.293006,106.8596,11,2023-04-26 06:40:20,B03546P,Sbr. Gg. Masjid Al Istiqomah Tengah,-6.292648,106.86459,15.0,2023-04-26 07:04:14,0.0
FVTK965V1Y42YI,4357457456440,online,Legawa Wulandari,M,2010,D32,Cinere - Bundaran Senayan,1.0,B06073P,SPBU Limo Cinere 1,-6.343161,106.77878,5,2023-04-26 07:36:57,B05399P,South City Cinere,-6.34504,106.767638,6.0,2023-04-26 08:08:50,20000.0
ZJIJ515K4H88XV,4460340818222811297,brizzi,Zulaikha Mardhiyah,M,1995,10K,Tanjung Priok - Senen via Taman BMW,1.0,B06000P,Ancol Pintu 2,-6.12719,106.84461,33,2023-04-26 07:04:32,B01161P,Jln. Industri Tj. Priok,-6.118624,106.86783,35.0,2023-04-26 08:34:02,3500.0
DEJM692A4I85VY,213145603194040,emoney,Caket Mandala,M,1986,9C,Pinang Ranti - Bundaran Senayan,0.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-26 06:29:14,,,,,,,3500.0
FHUS759M5F82KO,4563392639388729,dki,"Danuja Pradipta, S.Sos",F,1997,JAK.49,Lebak Bulus - Cipulir,1.0,B04020P,Sbr. Masjid Al Falah Pinang,-6.274229,106.77506,8,2023-04-26 09:21:11,B04947P,Simpang Kodam Bintaro Permai,-6.259127,106.75974,26.0,2023-04-26 11:19:44,0.0
LAIW678Y7M58ID,639067876230,flazz,"Rizki Firmansyah, M.Farm",M,1976,JAK.15,Bulak Turi - Tanjung Priok,0.0,B04964P,Simpang Lagoa Ciampea,-6.108978,106.9077,40,2023-04-26 07:43:13,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,52.0,2023-04-26 09:34:09,0.0
KEDE760F5A98HC,36006226446453,bni,Tgk. Galang Firmansyah,F,1985,9A,PGC 2 - Grogol 2,1.0,P00066,Gatot Subroto Jamsostek Arah Timur,-6.232602,106.82162,7,2023-04-26 07:34:15,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,10.0,2023-04-26 09:08:41,3500.0
YHZR892F1K57VK,3534387229540216,dki,Hamzah Permadi,F,2008,BW9,Monas - Pantai Indah Kapuk,0.0,B06047P,Gold Coast,-6.102693,106.74065,4,2023-04-26 08:33:27,B06040P,Pantai Maju,-6.093637,106.75068,8.0,2023-04-26 08:55:10,0.0
IKNA175A9Y12EP,30567691580213,bni,Puspa Natsir,F,2012,6N,Ragunan - Blok M via Kemang,0.0,B04798P,Simpang Dharmawangsa VIII,-6.253614,106.80792,23,2023-04-26 07:51:00,B06577P,Blok M Jalur 2,-6.243369,106.80188,26.0,2023-04-26 08:46:12,3500.0
SYHY450B1I17GV,4799775332826768700,brizzi,Lasmanto Marpaung,M,1982,L13E,Puri Beta - Kuningan (Express),0.0,P00222,Setiabudi Utara,-6.209189,106.830237,11,2023-04-26 06:41:49,P00124,Latuharhary,-6.202761,106.82771,12.0,2023-04-26 08:40:40,3500.0
AUEG257Y6J33QH,36768379265457,bni,"Limar Puspasari, S.Kom",F,1990,S21,Ciputat - CSW,0.0,P00004,ASEAN,-6.239889,106.79897,30,2023-04-26 09:04:47,P00112,Kejaksaan Agung,-6.2405,106.79844,31.0,2023-04-26 10:11:13,3500.0
ZNWI795P9V32GJ,6507536585974874,dki,Calista Lazuardi,F,1989,2,Pulo Gadung - Monas,1.0,P00014,Bermis,-6.178203,106.89859,14,2023-04-26 07:29:52,P00192,Pulo Gadung 1,-6.183239,106.90907,15.0,2023-04-26 08:09:49,3500.0
XKPB566I9L44ZP,4704902042632297,dki,"R. Nadine Prasetya, M.M.",F,1994,JAK.27,Pulo Gebang - Rorotan,1.0,B00544P,Gg. Rukun Lingkar Timur,-6.198644,106.94442,40,2023-04-26 09:55:14,B00546P,Gg. Sabar 2 Lingkar Timur,-6.199915,106.94488,42.0,2023-04-26 11:15:20,0.0
EZDF675H9R64UZ,4551895931872012,dki,R. Balapati Usada,M,1982,11Q,Kampung Melayu - Pulo Gebang via BKT,0.0,B02308P,Masjid Jami Al Barkah 2,-6.229538,106.91204,13,2023-04-26 06:05:28,B00263P,Cipinang Indah,-6.22943,106.89116,19.0,2023-04-26 07:13:04,3500.0
BIXU424Y8W59TF,2224519731151218,dki,Puput Mardhiyah,M,1997,JIS3,Harmoni - Jakarta International Stadium,0.0,B05556P,Sunter Muara,-6.144072,106.85763,7,2023-04-26 07:28:06,P00148,Pasar Baru Timur,-6.162272,106.83811,10.0,2023-04-26 09:24:33,3500.0
SHKZ516L2M10IQ,4165770694718959,dki,Himawan Putra,M,1957,6V,Ragunan - Gelora Bung Karno,0.0,P00228,SMK 57,-6.290967,106.82365,2,2023-04-26 08:57:26,P00085,Jati Padang,-6.285431,106.82626,3.0,2023-04-26 10:20:38,3500.0
ZMQY552M5V39GX,4400887914495,online,Darmanto Saragih,F,1968,D21,Universitas Indonesia - Lebak Bulus,1.0,B05408P,SPBU Jln. Guru,-6.318164,106.83745,28,2023-04-26 09:40:16,B05569P,Syibi,-6.350345,106.83272,35.0,2023-04-26 10:20:33,3500.0
NOQF462D8Q43YE,6011114900479836,dki,dr. Bala Kusmawati,M,1977,S22,Ciputat - Kampung Rambutan,1.0,B00875P,Jln. Asmin 2,-6.308725,106.87205,4,2023-04-26 06:23:04,B00276P,Cirendeu Permai,-6.289561,106.76894,10.0,2023-04-26 07:45:12,3500.0
